GeneID	ChiSq	pValue
ENSG00000003402	7.61388856829107	0.00579204466684491
ENSG00000004059	8.13248522646425	0.00434791094608467
ENSG00000004139	12.0623275868717	0.00051451012451631
ENSG00000005020	9.56554524789682	0.00198263304052182
ENSG00000005379	7.19890775665728	0.00729479661128274
ENSG00000005893	10.2864294538642	0.00134012159835606
ENSG00000006025	9.49616776543286	0.00205901494892791
ENSG00000006459	7.53517608424826	0.00605058236070311
ENSG00000006744	7.88899333836431	0.00497365395268579
ENSG00000008018	15.9342637294656	6.55807165302891e-05
ENSG00000008516	6.82628482071148	0.00898259145581337
ENSG00000008710	10.5849119457827	0.00114014326909939
ENSG00000008838	16.8913738202993	3.95810516345962e-05
ENSG00000010671	10.4882860558256	0.00120133762105246
ENSG00000010810	7.66273475718556	0.0056372992002155
ENSG00000011009	8.2090375753816	0.00416822536877592
ENSG00000011198	17.5912974809679	2.73838623859879e-05
ENSG00000011422	7.05518855396003	0.00790359900717663
ENSG00000013364	8.37685979613629	0.00380028469227878
ENSG00000015676	9.71950617325397	0.00182322498975174
ENSG00000021355	9.38753469977355	0.00218465788333033
ENSG00000023318	8.92458509737486	0.00281357267971161
ENSG00000024048	7.00620356447747	0.00812277464238276
ENSG00000035664	6.8303600499757	0.00896211975967409
ENSG00000037474	6.85316032632076	0.00884846173742382
ENSG00000048740	6.966318246	0.00830582186722151
ENSG00000049245	8.73365020041808	0.00312390485176428
ENSG00000051128	6.99180579735262	0.0081883701014791
ENSG00000051523	9.41601670942678	0.00215098264540103
ENSG00000051620	15.0246032731596	0.000106118653103615
ENSG00000055483	12.9962473789298	0.000312115858492557
ENSG00000057704	9.41591630522579	0.00215110042724509
ENSG00000058799	13.7572417009487	0.000208017327662069
ENSG00000059728	6.79492000941139	0.00914176192714522
ENSG00000062282	10.3299924359802	0.00130885742527131
ENSG00000062716	14.5553795176514	0.000136099513129984
ENSG00000062822	8.10036520149992	0.00442563406727614
ENSG00000064012	8.99199528007318	0.00271164763196552
ENSG00000065615	9.96702578561672	0.0015936872854192
ENSG00000065675	7.23512795492738	0.00714907149672661
ENSG00000065882	9.75726686237035	0.00178615259089865
ENSG00000066322	8.79493687253948	0.00302067696876263
ENSG00000067182	6.69800589979749	0.00965208014794117
ENSG00000068697	7.63082916296684	0.00573789179037498
ENSG00000070047	8.14275664609936	0.00432335082563318
ENSG00000070831	8.96577270890374	0.00275084331089259
ENSG00000071462	7.1311885156968	0.0075754497517736
ENSG00000071575	10.9393199736321	0.000941447169130694
ENSG00000072071	11.513639648458	0.000690873719860208
ENSG00000073150	7.53854139149319	0.00603929138206505
ENSG00000073331	9.05145451123132	0.00262485916356603
ENSG00000073861	7.155644272467	0.00747284472206833
ENSG00000073921	7.61292620476586	0.00579513659420905
ENSG00000074319	15.4204316787809	8.60528320811849e-05
ENSG00000075884	11.5309406175167	0.000684473731268009
ENSG00000076201	6.95337127473197	0.00836614285014248
ENSG00000076662	10.8827519550647	0.000970639191138378
ENSG00000076685	10.6999568825934	0.00107138031503007
ENSG00000077157	7.5696775450456	0.00593584027614003
ENSG00000077721	10.3682450541626	0.00128201356009294
ENSG00000078142	13.157063170799	0.000286437471343604
ENSG00000078618	10.0316278544228	0.00153874988532843
ENSG00000078687	6.96086373778282	0.00833118043078829
ENSG00000079246	17.6147421533588	2.70483440549807e-05
ENSG00000079950	9.09710785531415	0.00256013994389193
ENSG00000080815	14.909048293349	0.000112820557712445
ENSG00000082014	7.37453884752807	0.00661537527001821
ENSG00000084774	7.05509309424285	0.00790402019227887
ENSG00000086504	14.7967820143807	0.000119739655483175
ENSG00000086589	8.58934301299966	0.00338135976906029
ENSG00000086598	14.4352077153564	0.000145064742220646
ENSG00000086730	7.94080762177789	0.00483322591500535
ENSG00000087074	8.4328953040518	0.0036849314247378
ENSG00000087088	10.8700924312589	0.00097729652309686
ENSG00000087206	7.72475818351719	0.00544686546995454
ENSG00000088832	12.0906748278034	0.000506746300355077
ENSG00000088833	12.1192821954905	0.000499031092044078
ENSG00000089693	8.08848720499508	0.00445473311207001
ENSG00000090060	8.43189308556611	0.00368696296716309
ENSG00000091106	12.8509846831965	0.000337301703129178
ENSG00000091164	9.58883259711133	0.00195764374634189
ENSG00000092020	15.4575775602223	8.43779626402696e-05
ENSG00000092199	10.6831639291026	0.00108114988186436
ENSG00000095319	8.57362163416795	0.0034106805651033
ENSG00000095485	10.480268565113	0.00120656215727333
ENSG00000096063	8.87359090925986	0.00289325471952939
ENSG00000097007	10.7279791938267	0.00105527628565316
ENSG00000097033	6.9041237467877	0.0085997163416166
ENSG00000099381	6.69996546943154	0.00964147784993707
ENSG00000100023	8.14187610050968	0.00432545076325641
ENSG00000100106	14.9224325253059	0.000112022985222837
ENSG00000100150	9.27502660634942	0.00232299313518602
ENSG00000100300	12.178843893105	0.000483345921786227
ENSG00000100319	7.39227352279755	0.00655046393658265
ENSG00000100365	15.4612447615988	8.42144015713586e-05
ENSG00000100395	6.9594616436645	0.00833771169758746
ENSG00000100401	9.93106849542866	0.00162512169748885
ENSG00000100413	7.15340039976011	0.00748219949402029
ENSG00000100425	7.69779990189847	0.00552881762910429
ENSG00000100439	7.13563554317225	0.00755668552803601
ENSG00000100504	6.87600767194369	0.00873604876549816
ENSG00000100596	6.6769687376764	0.00976665757060835
ENSG00000100605	7.28014970215569	0.006972072539981
ENSG00000100612	7.33790530733544	0.00675154678535828
ENSG00000101160	10.6755982163097	0.00108558075233101
ENSG00000101182	6.73465535318564	0.00945574992530707
ENSG00000101191	7.86670440573253	0.00503533408466472
ENSG00000101294	7.50105868507573	0.00616627345534715
ENSG00000101307	6.68071928562968	0.00974612885986936
ENSG00000101460	6.98595085684043	0.00821519965069195
ENSG00000102007	9.95333773309468	0.00160558033287783
ENSG00000102144	9.90555259603304	0.00164780843023915
ENSG00000102265	7.11922711319698	0.00762615758481433
ENSG00000102393	6.98798718329564	0.00820585824915532
ENSG00000102524	9.80880009357836	0.00173678785829545
ENSG00000102580	6.80407025174971	0.0090950300489776
ENSG00000102710	14.028809588986	0.000180031080921017
ENSG00000102921	7.08682357530233	0.00776527606605182
ENSG00000103154	11.0945333071483	0.000865825702190848
ENSG00000103227	14.843404214284	0.000116815864476094
ENSG00000103326	7.99693934804322	0.00468564859744192
ENSG00000103381	8.64593967215375	0.00327791035091185
